genome	n_genes_called	n_genes_mapped	n_contigs	taxonomic_level	proportion_genes_retained_in_major_clades	genes_retained_index	clade_separation_score	contamination_portion	n_effective_surplus_clades	mean_hit_identity	reference_representation_score	pass.GUNC
GCF_025758655.1	4083	4030	3	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCF_025770315.1	4111	4054	32	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCF_025816815.1	4179	4150	260	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_025816835.1	4221	4196	204	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_025816845.1	4182	4146	264	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_025816875.1	4180	4147	222	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_025816895.1	4211	4180	234	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_025816915.1	4288	4261	309	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_025816935.1	4161	4137	209	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_025816955.1	4039	4011	185	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_025816965.1	4141	4115	200	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_025816995.1	4184	4155	201	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_025817005.1	4135	4107	199	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_025817135.1	4070	4042	185	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_025817155.1	4119	4092	191	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_025817165.1	4114	4089	246	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_025817205.1	4096	4072	235	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_025817235.1	4091	4063	201	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_025817315.1	4124	4092	189	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_026130615.1	3357	3322	30	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCF_026130645.1	3429	3396	52	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCF_026130665.1	3311	3273	42	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCF_026130675.1	3252	3212	39	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCF_026130705.1	3303	3273	25	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCF_026130715.1	3422	3346	38	kingdom	1.0	0.98	0.0	0.0	0.0	0.96	0.94	True
GCF_026130725.1	3288	3261	45	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCF_026130765.1	3204	3178	41	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCF_026130775.1	3178	3144	29	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCF_026130785.1	3316	3279	52	kingdom	1.0	0.99	0.0	0.0	0.0	0.96	0.95	True
GCF_026130825.1	3377	3339	41	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCF_026130835.1	3394	3323	23	kingdom	1.0	0.98	0.0	0.0	0.0	0.96	0.94	True
GCF_026130865.1	3287	3249	33	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.96	True
GCF_026130875.1	3284	3245	35	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.96	True
GCF_026130895.1	3302	3272	29	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCF_026130915.1	3414	3365	51	kingdom	1.0	0.99	0.0	0.0	0.0	0.96	0.95	True
GCF_026130945.1	3416	3370	37	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.95	True
GCF_026130965.1	3741	3604	27	genus	0.93	0.89	0.99	0.07	0.15	0.96	0.86	False
GCF_026130975.1	3140	3105	27	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCF_026130985.1	3434	3363	29	kingdom	1.0	0.98	0.0	0.0	0.0	0.96	0.94	True
GCF_026131025.1	3303	3269	28	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCF_026131045.1	3256	3217	30	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.96	True
GCF_026131065.1	3380	3340	57	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCF_026131085.1	3501	3437	53	kingdom	1.0	0.98	0.0	0.0	0.0	0.96	0.94	True
GCF_026131105.1	3499	3466	54	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCF_026131125.1	3467	3441	60	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_026131145.1	3373	3324	38	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCF_026131165.1	3452	3428	41	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_026131185.1	3462	3434	80	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_026131205.1	3464	3439	52	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_026131225.1	3239	3210	37	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCF_026131235.1	3462	3435	47	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_026131265.1	3473	3444	93	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_026131285.1	3281	3238	159	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCF_026131295.1	3348	3316	120	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCF_026131325.1	3460	3432	105	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_026131345.1	3397	3361	86	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCF_026131365.1	3448	3422	91	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_026131385.1	3504	3473	70	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.98	True
GCF_026131405.1	3467	3442	48	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_026131425.1	3316	3276	43	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCF_026183345.1	4283	4250	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.96	0.96	True
GCF_026183365.1	3878	3841	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCF_026183385.1	4341	4291	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCF_026183875.1	4622	4518	180	kingdom	1.0	0.98	0.0	0.0	0.0	0.96	0.94	True
GCF_026435115.1	3552	3509	3	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCF_026435135.1	3232	3200	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCF_026435155.1	3415	3379	2	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCF_026435175.1	3520	3476	4	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.95	True
GCF_026435195.1	3447	3409	2	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCF_026435215.1	3352	3314	3	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCF_026435235.1	3529	3485	4	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.95	True
GCF_026435255.1	3229	3205	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCF_026435275.1	3428	3390	3	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCF_026435295.1	3519	3480	2	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCF_026435315.1	3550	3508	3	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCF_026435335.1	3552	3510	3	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCF_026435495.1	3138	3106	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCF_026435655.1	3291	3251	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCF_026435835.1	3427	3389	3	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCF_026672695.1	4275	4233	11	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCF_027946895.1	3978	3947	149	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCF_027946915.1	3931	3878	173	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.93	True
GCF_027946935.1	4090	4033	27	kingdom	1.0	0.99	0.0	0.0	0.0	0.92	0.91	True
GCF_027946955.1	4280	4237	62	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCF_027946975.1	4258	4191	54	kingdom	1.0	0.98	0.0	0.0	0.0	0.93	0.92	True
GCF_027946995.1	3932	3888	100	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCF_027947015.1	4625	4527	178	kingdom	1.0	0.98	0.0	0.0	0.0	0.96	0.94	True
GCF_027947025.1	4750	4648	213	kingdom	1.0	0.98	0.0	0.0	0.0	0.96	0.94	True
GCF_027947055.1	4507	4468	177	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCF_027947075.1	3440	3408	111	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_027947095.2	4495	4448	2	kingdom	1.0	0.99	0.0	0.0	0.0	0.96	0.95	True
GCF_027947115.2	4380	4327	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCF_027947125.1	3937	3892	22	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCF_027947155.1	4024	3982	68	kingdom	1.0	0.99	0.0	0.0	0.0	0.96	0.95	True
GCF_027947175.1	3888	3845	65	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCF_027947195.1	4344	4292	57	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCF_027947235.2	4243	4174	1	kingdom	1.0	0.98	0.0	0.0	0.0	0.92	0.91	True
GCF_030294965.1	4272	4230	2	kingdom	1.0	0.99	0.0	0.0	0.0	0.96	0.95	True
GCF_030384995.1	4033	3997	59	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCF_030385005.1	3391	3351	94	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCF_030385015.1	3736	3696	48	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCF_030385035.1	3795	3759	57	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCF_030385075.1	3893	3841	70	kingdom	1.0	0.99	0.0	0.0	0.0	0.96	0.95	True
GCF_030385085.1	4384	4321	59	kingdom	1.0	0.99	0.0	0.0	0.0	0.96	0.94	True
GCF_030385095.1	4388	4344	57	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCF_030385105.1	4332	4304	72	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCF_030385155.1	4183	4116	44	kingdom	1.0	0.98	0.0	0.0	0.0	0.92	0.9	True
GCF_030385185.1	4388	4320	115	kingdom	1.0	0.98	0.0	0.0	0.0	0.96	0.95	True
GCF_030385255.1	4414	4352	132	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCF_030433455.1	4346	4286	40	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCF_030644845.1	4284	4211	5	kingdom	1.0	0.98	0.0	0.0	0.0	0.95	0.94	True
GCF_031192345.1	3430	3398	2	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCF_031323745.1	3866	3824	59	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCF_031323775.1	4376	4313	335	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.92	True
GCF_031462545.1	4252	4177	71	kingdom	1.0	0.98	0.0	0.0	0.0	0.92	0.9	True
GCF_033712305.1	4231	4205	161	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_033875185.1	4141	4101	48	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCF_034423815.1	4138	4093	6	kingdom	1.0	0.99	0.0	0.0	0.0	0.96	0.95	True
GCF_034423835.1	4285	4216	1	kingdom	1.0	0.98	0.0	0.0	0.0	0.92	0.9	True
GCF_036512675.1	4602	4539	4	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCF_036543245.1	4252	4177	71	kingdom	1.0	0.98	0.0	0.0	0.0	0.92	0.9	True
GCF_036867315.1	3441	3409	64	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_036867325.1	3437	3408	69	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_036867455.1	3439	3408	61	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_036867495.1	3444	3412	64	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_036867535.1	3441	3412	66	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_037055465.1	4139	4084	2	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.93	True
GCF_037055875.1	4155	4117	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCF_037055885.1	4247	4197	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.93	True
GCF_037055895.1	4159	4122	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCF_037059845.1	4460	4402	2	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.92	True
GCF_037060685.1	3941	3923	2	kingdom	1.0	1.0	0.0	0.0	0.0	0.98	0.98	True
GCF_037061465.1	4163	4126	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCF_037061475.1	4155	4122	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCF_037061485.1	4164	4126	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCF_037061495.1	4328	4282	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.96	0.95	True
GCF_037061505.1	4316	4271	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.96	0.95	True
GCF_037061515.1	4129	4074	2	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.93	True
GCF_037061665.1	4240	4216	2	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCF_037062045.1	4297	4228	2	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.92	True
GCF_037956065.1	4191	4136	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.93	True
GCF_038436585.1	4229	4166	244	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.93	True
GCF_038436605.1	4204	4140	247	kingdom	1.0	0.98	0.0	0.0	0.0	0.95	0.93	True
GCF_038436625.1	4080	4036	140	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCF_038436645.1	4537	4464	291	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.93	True
GCF_038436675.1	4434	4338	321	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.92	True
GCF_038436695.1	4326	4262	224	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.93	True
GCF_038436715.1	4318	4249	253	kingdom	1.0	0.98	0.0	0.0	0.0	0.95	0.93	True
GCF_038436735.1	4452	4342	372	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.92	True
GCF_038436755.1	4520	4415	280	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.92	True
GCF_038436835.1	4448	4385	239	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCF_039640175.1	4262	4248	4	kingdom	1.0	1.0	0.0	0.0	0.0	0.99	0.99	True
GCF_039640395.1	4261	4247	4	kingdom	1.0	1.0	0.0	0.0	0.0	0.99	0.99	True
GCF_039640405.1	4159	4144	4	kingdom	1.0	1.0	0.0	0.0	0.0	0.99	0.99	True
GCF_039640415.1	4265	4250	4	kingdom	1.0	1.0	0.0	0.0	0.0	0.99	0.99	True
GCF_039640425.1	4263	4248	4	kingdom	1.0	1.0	0.0	0.0	0.0	0.99	0.99	True
GCF_039640435.1	4196	4180	4	kingdom	1.0	1.0	0.0	0.0	0.0	0.99	0.99	True
GCF_039640445.1	4299	4283	4	kingdom	1.0	1.0	0.0	0.0	0.0	0.99	0.99	True
GCF_039640455.1	4244	4229	4	kingdom	1.0	1.0	0.0	0.0	0.0	0.99	0.99	True
GCF_039640465.1	4197	4182	4	kingdom	1.0	1.0	0.0	0.0	0.0	0.99	0.99	True
GCF_039640475.1	4191	4176	4	kingdom	1.0	1.0	0.0	0.0	0.0	0.99	0.99	True
GCF_039640485.1	4262	4248	4	kingdom	1.0	1.0	0.0	0.0	0.0	0.99	0.99	True
GCF_039703215.1	4339	4316	4	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_039703785.1	4289	4274	4	kingdom	1.0	1.0	0.0	0.0	0.0	0.99	0.99	True
GCF_040226015.1	4528	4468	53	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.92	True
GCF_040530135.1	4247	4233	2	kingdom	1.0	1.0	0.0	0.0	0.0	0.99	0.99	True
GCF_040530165.1	4165	4126	128	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040530175.1	4158	4111	195	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040530205.1	4166	4125	119	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040530215.1	4176	4137	127	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040530225.1	4183	4139	137	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040530265.1	4176	4135	126	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040530275.1	4176	4136	130	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040530305.1	4178	4136	128	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040530325.1	4183	4144	132	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040530335.1	4182	4141	137	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040530355.1	4146	4108	129	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040530385.1	4188	4144	157	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040530405.1	4101	4058	147	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040530425.1	4187	4143	141	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040530435.1	4169	4126	138	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040530445.1	4163	4124	139	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040530485.1	4180	4141	130	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040530505.1	4177	4140	123	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040530515.1	4136	4092	133	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040530525.1	4156	4117	138	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040530565.1	4176	4136	125	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040530585.1	4169	4126	133	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040530605.1	4174	4125	171	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040530625.1	4137	4095	126	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040530635.1	4179	4138	146	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040530645.1	4144	4104	125	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCF_040530665.1	4187	4144	153	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040530685.1	4181	4141	157	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040533035.1	4181	4141	138	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040533045.1	4189	4145	137	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040533075.1	4195	4150	138	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040533095.1	4169	4127	147	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040533115.1	4095	4059	162	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040533135.1	4147	4113	120	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040533155.1	4185	4143	138	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040533185.1	4172	4127	138	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040533195.1	4195	4181	3	kingdom	1.0	1.0	0.0	0.0	0.0	0.99	0.98	True
GCF_040533225.1	4174	4138	139	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040533245.1	4187	4145	143	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040533265.1	4197	4153	142	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040533285.1	4180	4142	140	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040533305.1	4168	4126	126	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040533325.1	4168	4122	167	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040533345.1	4160	4131	93	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCF_040533365.1	4178	4137	148	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040533385.1	4180	4138	130	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040533405.1	4094	4056	145	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040533425.1	4187	4141	145	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040533445.1	4188	4142	169	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040533465.1	4201	4152	183	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040533485.1	4181	4143	163	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040533505.1	4184	4139	166	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040533525.1	4165	4121	143	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040533545.1	4162	4122	134	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040533565.1	4182	4138	135	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040533585.1	4190	4150	145	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040533605.1	4193	4151	132	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040533625.1	4193	4149	137	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040533645.1	4182	4140	134	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040533665.1	4175	4135	126	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040533685.1	4095	4055	127	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040533705.1	4153	4114	115	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040533725.1	4185	4144	130	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040533745.1	4179	4140	124	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040533765.1	4091	4053	124	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040533785.1	4068	4029	120	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040533805.1	4172	4132	117	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040533825.1	4231	4155	136	kingdom	1.0	0.98	0.0	0.0	0.0	0.99	0.97	True
GCF_040533845.1	4185	4143	131	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040533865.1	4177	4139	137	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040533885.1	4194	4180	3	kingdom	1.0	1.0	0.0	0.0	0.0	0.99	0.98	True
GCF_040533905.1	4157	4116	116	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040533925.1	4149	4113	109	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040533945.1	4220	4149	139	kingdom	1.0	0.98	0.0	0.0	0.0	0.99	0.97	True
GCF_040533965.1	4186	4142	127	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040533985.1	4181	4142	133	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040534045.1	3987	3956	165	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040750555.1	4172	4150	162	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.99	True
GCF_040750575.1	4166	4145	158	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.99	True
GCF_040750595.1	4167	4144	158	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040750605.1	4156	4135	159	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.99	True
GCF_040750635.1	4162	4143	157	kingdom	1.0	1.0	0.0	0.0	0.0	0.99	0.99	True
GCF_040750655.1	4159	4138	159	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.99	True
GCF_040750675.1	4098	4080	159	kingdom	1.0	1.0	0.0	0.0	0.0	0.99	0.99	True
GCF_040750695.1	4158	4136	157	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.99	True
GCF_040750715.1	4106	4087	159	kingdom	1.0	1.0	0.0	0.0	0.0	0.99	0.99	True
GCF_040750735.1	4193	4171	154	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040750755.1	4160	4140	158	kingdom	1.0	1.0	0.0	0.0	0.0	0.99	0.99	True
GCF_040750775.1	4210	4187	152	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040750795.1	4185	4162	152	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040750815.1	4262	4239	160	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040750835.1	4188	4166	153	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040750855.1	4189	4165	153	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040750875.1	4213	4189	159	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040750895.1	4196	4174	157	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040750915.1	4213	4190	156	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
