accession	organism_name	biosample	assembly_level	source_database	refseq_category	geo_loc	isolation_source	host	collection_date	serovar	strain_x	host_disease	lat_lon	total_length	contig_n50	scaffold_n50	num_contigs	gc_percent	checkm_completeness	checkm_contamination	species	level_rank	db_rank	source_type	strain_y	isolate	sample_name	collected_by	identified_by	sequencing_tech	assembly_method	bioproject	niche	confidence	matched_term
GCA_050416735.1	Yersinia enterocolitica	SAMN48556911	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01742286	Not available	Missing	4692217	270686	270686	66	47			Yersinia enterocolitica	3	1		01742286			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050416795.1	Yersinia enterocolitica	SAMN48556912	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01743099	Not available	Missing	4717320	194172	194172	50	47			Yersinia enterocolitica	3	1		01743099			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050416655.1	Yersinia enterocolitica	SAMN48556913	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01742283	Not available	Missing	4541662	55419	55419	162	47			Yersinia enterocolitica	3	1		01742283			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050416615.1	Yersinia enterocolitica	SAMN48556914	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01742281	Not available	Missing	4843826	179620	179620	103	47			Yersinia enterocolitica	3	1		01742281			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050416635.1	Yersinia enterocolitica	SAMN48556915	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01742278	Not available	Missing	4868653	200812	200812	72	47.5			Yersinia enterocolitica	3	1		01742278			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050416715.1	Yersinia enterocolitica	SAMN48556916	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01742280	Not available	Missing	4706881	216788	216788	48	47			Yersinia enterocolitica	3	1		01742280			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050416755.1	Yersinia enterocolitica	SAMN48556917	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01743094	Not available	Missing	4872286	150647	150647	68	47			Yersinia enterocolitica	3	1		01743094			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050416775.1	Yersinia enterocolitica	SAMN48556918	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01742279	Not available	Missing	4685269	270289	270289	62	47			Yersinia enterocolitica	3	1		01742279			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050416675.1	Yersinia enterocolitica	SAMN48556919	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01743093	Not available	Missing	4772763	197534	197534	56	47			Yersinia enterocolitica	3	1		01743093			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050416595.1	Yersinia enterocolitica	SAMN48556920	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01742282	Not available	Missing	4680042	125734	125734	72	47			Yersinia enterocolitica	3	1		01742282			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050416695.1	Yersinia enterocolitica	SAMN48556985	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01743095	Not available	Missing	5126176	139635	139635	78	47			Yersinia enterocolitica	3	1		01743095			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050461405.1	Yersinia enterocolitica	SAMN48591803	Contig	SOURCE_DATABASE_GENBANK		USA	missing	missing	2025	missing	PNUSAY000821	missing		4830776	411256	411256	36	47			Yersinia enterocolitica	3	1	human	PNUSAY000821			CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	H	high	source_type:human
GCF_050586585.1	Yersinia sp. J1	SAMN48627466	Contig	SOURCE_DATABASE_REFSEQ		USA: Slippery Rock	sediment		2022		J1			4301346	320888	320888	63	48.5	97.72	1.83	Yersinia sp.	3	0		J1					Illumina	Unicycler v. 0.4.8	PRJNA1265709	E	high	sediment
GCA_050504615.1	Yersinia enterocolitica	SAMN48628930	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01744575	Not available	Missing	4879353	207518	207518	57	47			Yersinia enterocolitica	3	1		01744575			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050504595.1	Yersinia enterocolitica	SAMN48628931	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01744574	Not available	Missing	4641133	393268	393268	42	47			Yersinia enterocolitica	3	1		01744574			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050514485.1	Yersinia enterocolitica	SAMN48669348	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01744387	Not available	Missing	4765181	111863	111863	68	47			Yersinia enterocolitica	3	1		01744387			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050516515.1	Yersinia enterocolitica	SAMN48669349	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01744390	Not available	Missing	4761503	199397	199397	78	47			Yersinia enterocolitica	3	1		01744390			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050516175.1	Yersinia enterocolitica	SAMN48669350	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01744357	Not available	Missing	4695077	168876	168876	81	47			Yersinia enterocolitica	3	1		01744357			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050516275.1	Yersinia enterocolitica	SAMN48669351	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01744353	Not available	Missing	4970218	150930	150930	63	47			Yersinia enterocolitica	3	1		01744353			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050514445.1	Yersinia enterocolitica	SAMN48669354	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01744355	Not available	Missing	4990629	186585	186585	86	47			Yersinia enterocolitica	3	1		01744355			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050516185.1	Yersinia enterocolitica	SAMN48669355	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01744389	Not available	Missing	4656650	199567	199567	50	47			Yersinia enterocolitica	3	1		01744389			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050514425.1	Yersinia enterocolitica	SAMN48669356	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01744356	Not available	Missing	4911991	150543	150543	62	47			Yersinia enterocolitica	3	1		01744356			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050514405.1	Yersinia enterocolitica	SAMN48669357	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01744354	Not available	Missing	4691812	159997	159997	70	47			Yersinia enterocolitica	3	1		01744354			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050514465.1	Yersinia enterocolitica	SAMN48669358	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01744388	Not available	Missing	4750626	255806	255806	51	47			Yersinia enterocolitica	3	1		01744388			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050509575.1	Yersinia enterocolitica	SAMN48669447	Contig	SOURCE_DATABASE_GENBANK		USA	missing	missing	2025	enterocolitica	PNUSAY000832	missing		4463803	76322	76322	105	47			Yersinia enterocolitica	3	1	human	PNUSAY000832			CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	H	high	source_type:human
GCA_050509605.1	Yersinia enterocolitica	SAMN48669456	Contig	SOURCE_DATABASE_GENBANK		USA	missing	missing	2025	enterocolitica	PNUSAY000830	missing		4642854	333210	333210	32	47			Yersinia enterocolitica	3	1	human	PNUSAY000830			CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	H	high	source_type:human
GCA_050539945.1	Yersinia enterocolitica	SAMN48685970	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01744391	Not available	Missing	4768778	202168	202168	66	47			Yersinia enterocolitica	3	1		01744391			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050531685.1	Yersinia enterocolitica	SAMN48685971	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01746052	Not available	Missing	4819378	215323	215323	75	47			Yersinia enterocolitica	3	1		01746052			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050528585.1	Yersinia enterocolitica	SAMN48691001	Contig	SOURCE_DATABASE_GENBANK		USA	missing	missing	2025	missing	PNUSAY000839	missing		4835261	257108	257108	44	47			Yersinia enterocolitica	3	1	human	PNUSAY000839			CDC		ILLUMINA	SKESA v. 2.2	PRJNA239251	H	high	source_type:human
GCA_050554185.1	Yersinia enterocolitica	SAMN48707865	Contig	SOURCE_DATABASE_GENBANK		USA	missing	missing	2025	missing	PNUSAY000842	missing		4874165	229189	229189	58	47			Yersinia enterocolitica	3	1	human	PNUSAY000842			CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	H	high	source_type:human
GCA_050555965.1	Yersinia enterocolitica	SAMN48707873	Contig	SOURCE_DATABASE_GENBANK		USA	missing	missing	2025	missing	PNUSAY000843	missing		4878045	271335	271335	39	47			Yersinia enterocolitica	3	1	human	PNUSAY000843			CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	H	high	source_type:human
GCA_050554705.1	Yersinia enterocolitica	SAMN48707883	Contig	SOURCE_DATABASE_GENBANK		USA	missing	missing	2025	missing	PNUSAY000844	missing		4494219	66515	66515	124	47			Yersinia enterocolitica	3	1	human	PNUSAY000844			CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	H	high	source_type:human
GCA_050571405.1	Yersinia enterocolitica	SAMN48711137	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01746497	Not available	Missing	4677034	214982	214982	54	47			Yersinia enterocolitica	3	1		01746497			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050571425.1	Yersinia enterocolitica	SAMN48711141	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01746496	Not available	Missing	4626475	159416	159416	61	47			Yersinia enterocolitica	3	1		01746496			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050571485.1	Yersinia enterocolitica	SAMN48711142	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01746501	Not available	Missing	4546566	40416	40416	202	47			Yersinia enterocolitica	3	1		01746501			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050571445.1	Yersinia enterocolitica	SAMN48711147	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01746498	Not available	Missing	4669004	100052	100052	79	47			Yersinia enterocolitica	3	1		01746498			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCF_050632455.1	Yersinia proxima	SAMN48717919	Contig	SOURCE_DATABASE_REFSEQ		China	food		2018		2018013		missing	4695627	706309	706309	16	47	99.75	2.21	Yersinia proxima	3	0		2018013			missing		Illumina	SOAPdenovo v. 2	PRJNA1267289	F	high	food
GCF_050632485.1	Yersinia proxima	SAMN48717920	Scaffold	SOURCE_DATABASE_REFSEQ		China	food		2018		2018015		missing	4680416	703943	703943	30	47	99.75	1.82	Yersinia proxima	2	0		2018015			missing		Illumina	SOAPdenovo v. 2	PRJNA1267289	F	high	food
GCF_050632625.1	Yersinia proxima	SAMN48717921	Scaffold	SOURCE_DATABASE_REFSEQ		China	food		2019		2019004		missing	4793192	883942	883942	15	47	99.75	2.06	Yersinia proxima	2	0		2019004			missing		Illumina	SOAPdenovo v. 2	PRJNA1267289	F	high	food
GCF_050632445.1	Yersinia proxima	SAMN48717922	Contig	SOURCE_DATABASE_REFSEQ		China	food		2019		2019006		missing	4953435	884758	884758	34	47	99.75	3.26	Yersinia proxima	3	0		2019006			missing		Illumina	SOAPdenovo v. 2	PRJNA1267289	F	high	food
GCF_050632775.1	Yersinia proxima	SAMN48717923	Contig	SOURCE_DATABASE_REFSEQ		China	food		2019		2019013		missing	4587344	697294	697294	14	47	99.73	1.7	Yersinia proxima	3	0		2019013			missing		Illumina	SOAPdenovo v. 2	PRJNA1267289	F	high	food
GCA_050573995.1	Yersinia enterocolitica	SAMN48739816	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01748068	Not available	Missing	4804496	192698	192698	67	47			Yersinia enterocolitica	3	1		01748068			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050573955.1	Yersinia enterocolitica	SAMN48739817	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01748067	Not available	Missing	4621476	279277	279277	46	47			Yersinia enterocolitica	3	1		01748067			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050574055.1	Yersinia enterocolitica	SAMN48739818	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01748059	Not available	Missing	4649118	178955	178955	62	47			Yersinia enterocolitica	3	1		01748059			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050574035.1	Yersinia enterocolitica	SAMN48739819	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01748082	Not available	Missing	4734110	177734	177734	60	47			Yersinia enterocolitica	3	1		01748082			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050573795.1	Yersinia enterocolitica	SAMN48739820	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01748064	Not available	Missing	4636045	83586	83586	96	47			Yersinia enterocolitica	3	1		01748064			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050574075.1	Yersinia enterocolitica	SAMN48739822	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01748066	Not available	Missing	4643905	205301	205301	54	47			Yersinia enterocolitica	3	1		01748066			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050573975.1	Yersinia enterocolitica	SAMN48739823	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01748060	Not available	Missing	4850130	217770	217770	53	47			Yersinia enterocolitica	3	1		01748060			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050573935.1	Yersinia enterocolitica	SAMN48739824	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01748080	Not available	Missing	4831474	194712	194712	51	47			Yersinia enterocolitica	3	1		01748080			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050573895.1	Yersinia enterocolitica	SAMN48739827	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01748062	Not available	Missing	4749647	201790	201790	51	47			Yersinia enterocolitica	3	1		01748062			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050573835.1	Yersinia enterocolitica	SAMN48739828	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01748061	Not available	Missing	4863761	89417	89417	100	47			Yersinia enterocolitica	3	1		01748061			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050573855.1	Yersinia enterocolitica	SAMN48739829	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01748069	Not available	Missing	4626432	181842	181842	53	47			Yersinia enterocolitica	3	1		01748069			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050573805.1	Yersinia enterocolitica	SAMN48739830	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01748063	Not available	Missing	4592475	193784	193784	52	47			Yersinia enterocolitica	3	1		01748063			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050573915.1	Yersinia enterocolitica	SAMN48739831	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01748070	Not available	Missing	4716630	299339	299339	43	47			Yersinia enterocolitica	3	1		01748070			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050573875.1	Yersinia enterocolitica	SAMN48739832	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01748065	Not available	Missing	4649960	180359	180359	58	47			Yersinia enterocolitica	3	1		01748065			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050574285.1	Yersinia enterocolitica	SAMN48739833	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01748081	Not available	Missing	4806942	192926	192926	72	47			Yersinia enterocolitica	3	1		01748081			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050614035.1	Yersinia enterocolitica	SAMN48787669	Contig	SOURCE_DATABASE_GENBANK		USA	missing	missing	2025	missing	PNUSAY000834	missing		4855892	485944	485944	24	47			Yersinia enterocolitica	3	1	human	PNUSAY000834			CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	H	high	source_type:human
GCA_050614015.1	Yersinia enterocolitica	SAMN48787781	Contig	SOURCE_DATABASE_GENBANK		USA	missing	missing	2025	missing	PNUSAY000837	missing		4485346	86420	86420	106	47			Yersinia enterocolitica	3	1	human	PNUSAY000837			CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	H	high	source_type:human
GCA_050614475.1	Yersinia enterocolitica	SAMN48787818	Contig	SOURCE_DATABASE_GENBANK		USA	missing	missing	2025	missing	PNUSAY000835	missing		4803582	166322	166322	54	47.5			Yersinia enterocolitica	3	1	human	PNUSAY000835			CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	H	high	source_type:human
GCA_050614815.1	Yersinia enterocolitica	SAMN48787819	Contig	SOURCE_DATABASE_GENBANK		USA	missing	missing	2025	missing	PNUSAY000836	missing		4670445	378310	378310	30	47			Yersinia enterocolitica	3	1	human	PNUSAY000836			CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	H	high	source_type:human
GCA_050627055.1	Yersinia enterocolitica	SAMN48793409	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01748968	Not available	Missing	4715168	99078	99078	83	47			Yersinia enterocolitica	3	1		01748968			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050620075.1	Yersinia enterocolitica	SAMN48793412	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01748971	Not available	Missing	4754697	184127	184127	61	47			Yersinia enterocolitica	3	1		01748971			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050619355.1	Yersinia enterocolitica	SAMN48793413	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01748970	Not available	Missing	4605465	103664	103664	75	47			Yersinia enterocolitica	3	1		01748970			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050625135.1	Yersinia enterocolitica	SAMN48793414	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01748972	Not available	Missing	5031960	126780	126780	139	47.5			Yersinia enterocolitica	3	1		01748972			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050681515.1	Yersinia enterocolitica	SAMN48811638	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01751032	Not available	Missing	4763256	137939	137939	103	47			Yersinia enterocolitica	3	1		01751032			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050634465.1	Yersinia enterocolitica	SAMN48824781	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01751737	Not available	Missing	4694919	245375	245375	56	47			Yersinia enterocolitica	3	1		01751737			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050634425.1	Yersinia enterocolitica	SAMN48824782	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01751747	Not available	Missing	4992184	202587	202587	76	47.5			Yersinia enterocolitica	3	1		01751747			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050634405.1	Yersinia enterocolitica	SAMN48824783	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01751729	Not available	Missing	5078242	143043	143043	103	47.5			Yersinia enterocolitica	3	1		01751729			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050634365.1	Yersinia enterocolitica	SAMN48824784	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01751721	Not available	Missing	4836269	217946	217946	66	47			Yersinia enterocolitica	3	1		01751721			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050634445.1	Yersinia enterocolitica	SAMN48824785	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01751730	Not available	Missing	4708975	217095	217095	57	47			Yersinia enterocolitica	3	1		01751730			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050634385.1	Yersinia enterocolitica	SAMN48824786	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01751739	Not available	Missing	4580704	193396	193396	54	47			Yersinia enterocolitica	3	1		01751739			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050634285.1	Yersinia enterocolitica	SAMN48824787	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01751740	Not available	Missing	4747370	215898	215898	58	47			Yersinia enterocolitica	3	1		01751740			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050634345.1	Yersinia enterocolitica	SAMN48824789	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01751736	Not available	Missing	4656556	236858	236858	48	47			Yersinia enterocolitica	3	1		01751736			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050634325.1	Yersinia enterocolitica	SAMN48824790	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01751738	Not available	Missing	4823328	159279	159279	67	47			Yersinia enterocolitica	3	1		01751738			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050634305.1	Yersinia enterocolitica	SAMN48824791	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01751748	Not available	Missing	4669131	192908	192908	51	47			Yersinia enterocolitica	3	1		01751748			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050634225.1	Yersinia enterocolitica	SAMN48824792	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01751724	Not available	Missing	4501974	48415	48415	209	47			Yersinia enterocolitica	3	1		01751724			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050634245.1	Yersinia enterocolitica	SAMN48824799	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01751734	Not available	Missing	4793091	211971	211971	70	47			Yersinia enterocolitica	3	1		01751734			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050634165.1	Yersinia enterocolitica	SAMN48824800	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01751722	Not available	Missing	4689693	209410	209410	54	47			Yersinia enterocolitica	3	1		01751722			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050634265.1	Yersinia enterocolitica	SAMN48824801	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01751735	Not available	Missing	4521276	43113	43113	248	47			Yersinia enterocolitica	3	1		01751735			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050645235.1	Yersinia enterocolitica	SAMN48836305	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01751916	Not available	Missing	4902322	115664	115664	92	47.5			Yersinia enterocolitica	3	1		01751916			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
