Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
GCF_001972475.1	100.0	0.33	Neural Network (Specific Model)	11	0.835	59185	308.64562991188376	4646075	0.48	4199	167	120387	None
GCF_002188835.1	100.0	0.29	Neural Network (Specific Model)	11	0.835	49638	305.3464696223317	4667715	0.48	4263	185	126651	None
GCF_002554365.1	100.0	0.03	Neural Network (Specific Model)	11	0.857	4730788	320.54737091425864	4730788	0.47	4222	1	4730788	None
GCF_002738465.1	100.0	0.04	Neural Network (Specific Model)	11	0.864	89657	319.86700767263426	4768474	0.48	4301	104	438880	None
GCF_003074155.1	100.0	1.0	Neural Network (Specific Model)	11	0.84	37037	301.8062427745665	4652440	0.48	4325	299	93418	None
GCF_009669665.1	100.0	0.19	Neural Network (Specific Model)	11	0.837	52868	312.2036231884058	4622228	0.48	4140	204	195611	None
GCF_009670155.1	100.0	0.17	Neural Network (Specific Model)	11	0.838	44980	313.1379052369077	4488004	0.47	4010	216	109189	None
GCF_009670935.1	100.0	0.2	Neural Network (Specific Model)	11	0.839	47409	312.2199903194579	4605859	0.48	4132	234	119928	None
GCF_015158845.1	100.0	0.23	Neural Network (Specific Model)	11	0.838	51412	312.08672350791716	4576347	0.48	4105	164	119885	None
GCF_018704455.1	100.0	0.25	Neural Network (Specific Model)	11	0.835	49251	311.95130726792996	4663758	0.48	4169	203	126109	None
GCF_019238775.1	100.0	0.24	Neural Network (Specific Model)	11	0.835	47768	304.84629847238546	4651793	0.48	4255	169	120282	None
GCF_022394875.1	100.0	0.39	Neural Network (Specific Model)	11	0.849	71748	301.5240285123017	4625131	0.47	4349	116	219543	None
GCF_022401485.1	100.0	0.24	Neural Network (Specific Model)	11	0.849	76011	307.38687561214493	4430495	0.47	4084	105	259522	None
GCF_023212425.2	100.0	0.01	Neural Network (Specific Model)	11	0.846	3700651	314.9876580373269	3705636	0.48	3322	2	3700651	None
GCF_026130665.1	100.0	0.06	Neural Network (Specific Model)	11	0.853	283568	317.99667170953103	3691416	0.48	3305	44	675712	None
GCF_040533195.1	100.0	0.14	Neural Network (Specific Model)	11	0.843	4545743	309.943929674507	4631918	0.47	4209	3	4545743	None
GCF_040533525.1	100.0	0.44	Neural Network (Specific Model)	11	0.85	62552	306.18035155309417	4482197	0.47	4153	145	218721	None
GCF_040750695.1	100.0	0.21	Neural Network (Specific Model)	11	0.834	49316	307.2369859757547	4640630	0.48	4207	158	119146	None
GCF_044626555.1	100.0	0.04	Neural Network (Specific Model)	11	0.849	56911	306.2378443113773	4510125	0.47	4175	243	159308	None
GCF_046029855.1	100.0	0.08	Neural Network (Specific Model)	11	0.852	92564	311.68308505526187	4559751	0.47	4162	123	243621	None
GCF_046033935.1	100.0	0.57	Neural Network (Specific Model)	11	0.852	63495	308.6037506088651	4454683	0.47	4106	132	218256	None
GCF_046034115.1	100.0	0.0	Neural Network (Specific Model)	11	0.865	157698	314.8063031976075	4739054	0.47	4347	63	283389	None
GCF_046034355.1	100.0	0.43	Neural Network (Specific Model)	11	0.852	65688	308.06587263004377	4456820	0.47	4114	134	218223	None
GCF_046034655.1	100.0	0.83	Neural Network (Specific Model)	11	0.851	65394	308.3032587548638	4459335	0.47	4112	126	218264	None
GCF_046034835.1	100.0	0.43	Neural Network (Specific Model)	11	0.851	70552	309.13284493284493	4452716	0.47	4095	112	218273	None
GCF_046895645.1	100.0	0.24	Neural Network (Specific Model)	11	0.834	4631955	314.4420731707317	4812967	0.48	4264	4	4631955	None
GCF_050253895.1	100.0	0.0	Neural Network (Specific Model)	11	0.865	380772	317.44778884000925	4749913	0.47	4319	27	661793	None
GCF_050254375.1	100.0	0.1	Neural Network (Specific Model)	11	0.869	246983	310.9367311072056	4877357	0.47	4552	56	427320	None
GCF_050254955.1	100.0	0.02	Neural Network (Specific Model)	11	0.867	432465	322.0087230433729	4591993	0.47	4127	21	717302	None
GCF_050632445.1	100.0	1.48	Neural Network (Specific Model)	11	0.866	884758	321.88604180714765	4953435	0.47	4449	34	1639375	None
GCF_051375025.1	100.0	0.01	Neural Network (Specific Model)	11	0.865	486360	321.0149939540508	4599669	0.47	4135	15	1227578	None
GCF_051843215.1	100.0	0.05	Neural Network (Specific Model)	11	0.866	224495	307.60964360587	5075038	0.47	4770	65	701080	None
GCF_051844875.1	100.0	0.15	Neural Network (Specific Model)	11	0.866	350917	316.7917444029851	4699293	0.47	4288	40	687538	None
GCF_051844895.1	100.0	0.0	Neural Network (Specific Model)	11	0.867	463870	319.8337258596326	4692647	0.47	4246	26	718402	None
GCF_051889275.1	100.0	0.05	Neural Network (Specific Model)	11	0.849	99385	308.4079071969697	4596222	0.47	4224	114	316166	None
GCF_051894815.1	100.0	0.0	Neural Network (Specific Model)	11	0.851	55462	309.10033849129593	4499224	0.47	4136	186	189079	None
GCF_051896535.1	100.0	0.04	Neural Network (Specific Model)	11	0.85	74116	308.7199810156621	4586469	0.47	4214	145	315543	None
GCF_051896695.1	100.0	0.05	Neural Network (Specific Model)	11	0.849	89146	308.6925811803745	4594501	0.47	4219	125	317228	None
GCF_051896815.1	100.0	0.04	Neural Network (Specific Model)	11	0.849	94206	308.0094562647754	4595123	0.47	4230	131	316066	None
GCF_051897775.1	100.0	0.05	Neural Network (Specific Model)	11	0.85	81933	309.1270783847981	4586368	0.47	4210	130	316013	None
GCF_051897975.1	100.0	0.05	Neural Network (Specific Model)	11	0.849	92831	308.51338545368395	4592968	0.47	4221	121	316192	None
GCF_051898135.1	100.0	0.04	Neural Network (Specific Model)	11	0.85	74771	308.17922077922077	4600895	0.47	4235	151	314131	None
GCF_052374895.1	100.0	0.31	Neural Network (Specific Model)	11	0.833	4528998	312.14510364546106	4710911	0.48	4197	4	4528998	None
GCF_053210575.1	100.0	0.05	Neural Network (Specific Model)	11	0.854	171653	312.73299398426656	4740509	0.47	4322	62	563764	None
GCF_054454795.1	100.0	0.02	Neural Network (Specific Model)	11	0.869	345614	320.73899595527007	4648569	0.47	4203	34	663333	None
GCF_054455035.1	100.0	0.19	Neural Network (Specific Model)	11	0.863	601960	321.4156900263095	4663900	0.47	4181	33	1177293	None
GCF_054455475.1	100.0	0.06	Neural Network (Specific Model)	11	0.852	124205	314.7057658995298	4470611	0.47	4041	103	494254	None
GCF_054456455.1	100.0	0.0	Neural Network (Specific Model)	11	0.865	262728	318.30296708391285	4756793	0.47	4314	49	655271	None
GCF_055726925.1	100.0	0.06	Neural Network (Specific Model)	11	0.863	159823	310.1997722095672	4726118	0.47	4390	149	395305	None
GCF_055727285.1	100.0	0.04	Neural Network (Specific Model)	11	0.869	268386	307.824805222152	5040503	0.47	4749	119	586603	None
GCF_055727425.1	100.0	0.32	Neural Network (Specific Model)	11	0.864	524220	321.9905482041588	4723623	0.47	4232	67	755721	None
GCF_055727675.1	100.0	0.05	Neural Network (Specific Model)	11	0.864	291100	313.3045810055866	4861303	0.47	4475	91	507135	None
GCF_056636425.1	100.0	0.11	Neural Network (Specific Model)	11	0.857	48155	306.48967741935485	4982416	0.48	4650	274	260018	None
GCF_900460505.1	78.11	0.03	Neural Network (Specific Model)	11	0.846	134890	311.92121909143185	3840239	0.47	3478	45	396327	None
GCF_900460595.1	100.0	0.01	Neural Network (Specific Model)	11	0.845	4745741	313.64507107900255	4767810	0.47	4291	2	4745741	None
GCF_902170725.1	100.0	0.05	Neural Network (Specific Model)	11	0.863	105505	324.72389380530973	4460481	0.5	3955	99	298420	None
GCF_902173105.1	100.0	0.38	Neural Network (Specific Model)	11	0.847	25451	317.5080808080808	4443159	0.48	3960	335	136742	None
GCF_902173185.1	100.0	0.05	Neural Network (Specific Model)	11	0.855	49679	310.2296042989741	4450711	0.47	4094	211	146487	None
GCF_902173255.1	100.0	4.72	Neural Network (Specific Model)	11	0.844	26856	306.75767996331956	4747999	0.47	4362	414	103004	None
GCA_028830905.1	100.0	3.24	Neural Network (Specific Model)	11	0.853	57225	308.55931796349665	4513427	0.47	4164	173	218023	None
GCA_028832145.1	100.0	2.56	Neural Network (Specific Model)	11	0.852	56945	309.310761789601	4496890	0.47	4135	151	218057	None
GCA_028833425.1	100.0	0.4	Neural Network (Specific Model)	11	0.856	59264	309.33294419799205	4635664	0.47	4283	146	331709	None
GCA_028835335.1	100.0	2.14	Neural Network (Specific Model)	11	0.853	57148	311.46987087517937	4573476	0.47	4182	191	179633	None
GCA_028835565.1	100.0	3.39	Neural Network (Specific Model)	11	0.867	207569	310.8118854211201	5025746	0.47	4678	60	573361	None
GCA_028835725.1	100.0	2.25	Neural Network (Specific Model)	11	0.868	166204	322.1055359246172	4721472	0.47	4245	52	586688	None
GCA_028836265.1	100.0	5.52	Neural Network (Specific Model)	11	0.866	254090	321.16078790655064	4849560	0.47	4366	51	473526	None
GCA_028837945.1	100.0	5.48	Neural Network (Specific Model)	11	0.864	395588	317.53640721296506	4821305	0.47	4381	35	668441	None
GCA_028839205.1	100.0	3.4	Neural Network (Specific Model)	11	0.865	370364	313.6693711967546	4817251	0.47	4437	33	678856	None
GCA_028839925.1	100.0	5.51	Neural Network (Specific Model)	11	0.869	385046	316.0607078853047	4866011	0.47	4464	37	823969	None
GCA_028840005.1	100.0	1.07	Neural Network (Specific Model)	11	0.868	142336	309.6907395358924	4925436	0.47	4611	113	451352	None
GCA_028841425.1	100.0	1.91	Neural Network (Specific Model)	11	0.852	70585	309.0212562694053	4547755	0.47	4187	115	219618	None
GCA_028841985.1	100.0	3.51	Neural Network (Specific Model)	11	0.866	273242	317.09984152139464	4847400	0.47	4417	38	719733	None
GCA_028843645.1	100.0	2.96	Neural Network (Specific Model)	11	0.859	276638	311.5858725761773	4708146	0.47	4332	62	835013	None
GCA_028843805.1	100.0	0.67	Neural Network (Specific Model)	11	0.873	36010	310.3966565349544	4906632	0.47	4606	300	128655	None
GCA_028845685.1	100.0	2.41	Neural Network (Specific Model)	11	0.868	88301	315.55573431395084	4739258	0.47	4351	98	310921	None
GCA_028846825.1	100.0	1.61	Neural Network (Specific Model)	11	0.868	107599	309.8717119448038	4961109	0.47	4638	96	345905	None
GCA_028849145.1	100.0	0.32	Neural Network (Specific Model)	11	0.867	150446	311.002834714348	4926033	0.47	4586	77	455514	None
GCA_028854485.1	100.0	0.56	Neural Network (Specific Model)	11	0.854	54718	311.1615605552896	4558340	0.47	4178	175	243839	None
GCA_028855085.1	100.0	0.64	Neural Network (Specific Model)	11	0.868	150738	310.131601362862	5024960	0.47	4696	83	540768	None
GCA_028856365.1	100.0	0.69	Neural Network (Specific Model)	11	0.868	130031	317.15721997300943	4869650	0.47	4446	77	310482	None
GCA_030257075.1	100.0	0.22	Neural Network (Specific Model)	11	0.834	42307	308.547378321185	4710681	0.47	4253	247	107170	None
GCA_030257175.1	100.0	0.22	Neural Network (Specific Model)	11	0.834	41549	310.6986301369863	4644745	0.48	4161	232	107249	None
GCA_030258835.1	100.0	0.22	Neural Network (Specific Model)	11	0.834	38391	310.06332138590204	4660182	0.48	4185	240	107249	None
GCA_030259225.1	100.0	0.2	Neural Network (Specific Model)	11	0.833	41549	309.33187027554254	4558953	0.47	4101	224	107358	None
GCA_030259555.1	100.0	0.19	Neural Network (Specific Model)	11	0.831	43101	307.5525431861804	4621989	0.47	4168	285	124919	None
GCA_030261715.1	100.0	0.21	Neural Network (Specific Model)	11	0.834	39631	309.6494280266921	4665600	0.48	4196	237	107249	None
GCA_030262055.1	100.0	0.12	Neural Network (Specific Model)	11	0.837	35191	309.7198907375217	4460687	0.47	4027	264	106761	None
GCA_032146195.1	100.0	2.12	Neural Network (Specific Model)	11	0.856	40162	310.75565175565174	4521482	0.47	4158	278	90615	None
GCA_032146825.1	100.0	1.09	Neural Network (Specific Model)	11	0.852	55248	306.752427184466	4442458	0.47	4120	197	138542	None
GCA_033328805.1	100.0	2.07	Neural Network (Specific Model)	11	0.852	86455	309.6409025444071	4535562	0.47	4166	106	219754	None
GCA_033724015.1	100.0	2.06	Neural Network (Specific Model)	11	0.853	61405	312.36214784493137	4556627	0.47	4153	179	243813	None
GCA_033724195.1	100.0	0.95	Neural Network (Specific Model)	11	0.865	159757	318.249711782338	4779181	0.47	4337	75	610024	None
GCA_033724315.1	100.0	1.27	Neural Network (Specific Model)	11	0.865	194289	315.40687807056725	4891714	0.47	4478	69	533085	None
GCA_033751235.1	100.0	3.07	Neural Network (Specific Model)	11	0.869	153351	312.1944261575598	4906580	0.47	4557	65	526699	None
GCA_033787945.1	100.0	0.29	Neural Network (Specific Model)	11	0.868	269432	318.70521595468495	4662155	0.47	4237	36	697725	None
GCA_033816935.1	100.0	5.42	Neural Network (Specific Model)	11	0.867	397961	319.879270544783	4786977	0.47	4332	26	811301	None
GCA_033817175.1	100.0	2.07	Neural Network (Specific Model)	11	0.87	277158	312.13984055160523	4988055	0.47	4641	52	574212	None
GCA_033953325.1	100.0	4.6	Neural Network (Specific Model)	11	0.853	56936	307.39357429718876	4570135	0.47	4233	176	124061	None
GCA_033996725.1	100.0	1.05	Neural Network (Specific Model)	11	0.867	307241	313.0233189947929	4778269	0.47	4417	50	870486	None
GCA_034404455.1	100.0	1.47	Neural Network (Specific Model)	11	0.852	75695	309.1220101473786	4497618	0.47	4139	110	219754	None
GCA_036691205.1	100.0	1.79	Neural Network (Specific Model)	11	0.853	53027	306.63640753259295	4456465	0.47	4142	212	131931	None
GCA_040205675.1	100.0	3.84	Neural Network (Specific Model)	11	0.868	217537	311.0946643717728	4992665	0.47	4648	57	510735	None
GCA_043171875.1	100.0	1.32	Neural Network (Specific Model)	11	0.851	86450	314.3179176755448	4568364	0.47	4130	114	235939	None
GCA_043854865.1	100.0	0.47	Neural Network (Specific Model)	11	0.865	258228	309.71181069089374	5074133	0.47	4733	47	634096	None
GCA_043913125.1	100.0	2.67	Neural Network (Specific Model)	11	0.865	201465	315.3299609105542	4749000	0.47	4349	56	394167	None
GCA_044967575.1	100.0	1.3	Neural Network (Specific Model)	11	0.862	221024	309.6469077680291	5026453	0.47	4673	69	606198	None
GCA_045172045.1	100.0	4.4	Neural Network (Specific Model)	11	0.87	443000	316.5724428666519	4912779	0.47	4507	35	726242	None
GCA_045263125.1	100.0	1.23	Neural Network (Specific Model)	11	0.867	70892	316.6528640441684	4756575	0.47	4347	137	248264	None
GCA_045489695.1	100.0	0.53	Neural Network (Specific Model)	11	0.867	243031	310.67131343933784	4929244	0.47	4591	49	677346	None
GCA_045490775.1	100.0	2.87	Neural Network (Specific Model)	11	0.867	245675	310.96683250414594	5180044	0.47	4824	63	577159	None
GCA_045490815.1	100.0	0.83	Neural Network (Specific Model)	11	0.865	408463	316.69973070017954	4888607	0.47	4456	32	1171259	None
GCA_046185785.1	100.0	1.38	Neural Network (Specific Model)	11	0.868	139603	309.34266470216795	5071495	0.47	4751	104	404506	None
GCA_046562035.1	100.0	0.46	Neural Network (Specific Model)	11	0.87	229462	317.49242424242425	4759659	0.47	4356	51	720686	None
GCA_046647745.1	100.0	0.22	Neural Network (Specific Model)	11	0.835	48900	311.48865282472235	4628914	0.48	4142	206	126255	None
GCA_046648365.1	100.0	0.25	Neural Network (Specific Model)	11	0.835	51163	311.26943378119	4650436	0.48	4168	203	125756	None
GCA_046648505.1	100.0	0.2	Neural Network (Specific Model)	11	0.836	53220	313.04470758820685	4641469	0.48	4138	185	172482	None
GCA_046648705.1	100.0	0.25	Neural Network (Specific Model)	11	0.835	51698	310.90919980833735	4651719	0.48	4174	207	125619	None
GCA_046650365.1	100.0	0.25	Neural Network (Specific Model)	11	0.836	49278	311.44846596356666	4656712	0.48	4172	207	126846	None
GCA_046653225.1	100.0	0.25	Neural Network (Specific Model)	11	0.835	49170	311.76025917926563	4657020	0.48	4167	210	126072	None
GCA_046653365.1	100.0	0.24	Neural Network (Specific Model)	11	0.836	49084	312.1459485453234	4653211	0.48	4159	206	126222	None
GCA_046655405.1	100.0	0.22	Neural Network (Specific Model)	11	0.834	48666	311.4443639874487	4631261	0.48	4143	209	119114	None
GCA_046655445.1	100.0	0.22	Neural Network (Specific Model)	11	0.835	48900	311.0826904532305	4629453	0.48	4148	208	126426	None
GCA_046657905.1	100.0	0.31	Neural Network (Specific Model)	11	0.835	58524	312.4464891041162	4627355	0.48	4130	188	188607	None
GCA_046661545.1	100.0	0.24	Neural Network (Specific Model)	11	0.836	49244	311.5136030281524	4717862	0.48	4227	197	126117	None
GCA_046662375.1	100.0	0.23	Neural Network (Specific Model)	11	0.835	48900	312.04716981132077	4628633	0.48	4134	198	126111	None
GCA_046662545.1	100.0	0.25	Neural Network (Specific Model)	11	0.835	48667	312.37223823246876	4665474	0.48	4164	201	126255	None
GCA_046663305.1	100.0	0.18	Neural Network (Specific Model)	11	0.836	54773	312.0055222088836	4657004	0.48	4165	188	137389	None
GCA_046666085.1	100.0	0.25	Neural Network (Specific Model)	11	0.835	49244	312.02303262955854	4665413	0.48	4168	206	126117	None
GCA_046666585.1	100.0	0.21	Neural Network (Specific Model)	11	0.835	49244	311.7715723873442	4664722	0.48	4172	205	126255	None
GCA_046667165.1	100.0	0.22	Neural Network (Specific Model)	11	0.836	51164	311.1856939838939	4704678	0.48	4222	197	123467	None
GCA_046667765.1	100.0	0.24	Neural Network (Specific Model)	11	0.835	49368	312.18266922707636	4665735	0.48	4166	202	126255	None
GCA_046669225.1	100.0	0.22	Neural Network (Specific Model)	11	0.835	48928	311.6321256038647	4629412	0.48	4140	207	126255	None
GCA_046669975.1	100.0	0.25	Neural Network (Specific Model)	11	0.835	49546	312.36319961566176	4664119	0.48	4163	199	126117	None
GCA_046670765.1	100.0	0.25	Neural Network (Specific Model)	11	0.835	45165	309.10261904761904	4653816	0.48	4200	226	126102	None
GCA_046671245.1	100.0	0.25	Neural Network (Specific Model)	11	0.835	47516	310.5353897656624	4656612	0.48	4182	218	125967	None
GCA_046672005.1	100.0	0.25	Neural Network (Specific Model)	11	0.835	46891	311.2546152001918	4654603	0.48	4171	212	126221	None
GCA_046672565.1	100.0	0.25	Neural Network (Specific Model)	11	0.835	47515	310.9930538922156	4656481	0.48	4175	210	126076	None
GCA_046672785.1	100.0	0.28	Neural Network (Specific Model)	11	0.835	59229	311.6890433948693	4660345	0.48	4171	194	137263	None
GCA_046672825.1	100.0	0.24	Neural Network (Specific Model)	11	0.836	51117	311.9679502511361	4674190	0.48	4181	200	120083	None
GCA_046673305.1	100.0	0.24	Neural Network (Specific Model)	11	0.836	51696	311.04358353510895	4603586	0.48	4130	213	126194	None
GCA_046673965.1	100.0	0.26	Neural Network (Specific Model)	11	0.835	48667	309.8482824427481	4656171	0.48	4192	224	126221	None
GCA_046674605.1	100.0	0.32	Neural Network (Specific Model)	11	0.836	47313	310.79980865821574	4654761	0.48	4181	217	119067	None
GCA_046675145.1	100.0	0.25	Neural Network (Specific Model)	11	0.835	48879	310.9722022525761	4655821	0.48	4173	216	125977	None
GCA_046675505.1	100.0	0.24	Neural Network (Specific Model)	11	0.836	49530	311.83443865466603	4716963	0.48	4222	196	126116	None
GCA_046675835.1	100.0	0.37	Neural Network (Specific Model)	11	0.836	45105	308.74225352112677	4714189	0.48	4260	215	120054	None
GCA_046676665.1	100.0	0.24	Neural Network (Specific Model)	11	0.835	46891	310.3885320009517	4677090	0.48	4203	213	126076	None
GCA_046677305.1	100.0	0.18	Neural Network (Specific Model)	11	0.836	54773	311.896568274538	4657902	0.48	4167	187	137395	None
GCA_046677895.1	100.0	0.25	Neural Network (Specific Model)	11	0.835	47079	310.6724880382775	4655356	0.48	4180	220	126083	None
GCA_046678185.1	100.0	0.25	Neural Network (Specific Model)	11	0.835	47079	310.5750836920134	4655724	0.48	4182	220	126076	None
GCA_046679105.1	100.0	0.25	Neural Network (Specific Model)	11	0.835	48667	311.59416445623344	4633832	0.48	4147	213	126083	None
GCA_046680705.1	100.0	0.22	Neural Network (Specific Model)	11	0.836	49721	311.3322203672788	4676478	0.48	4193	195	126111	None
GCA_046681225.1	100.0	0.22	Neural Network (Specific Model)	11	0.835	48928	311.7880106357264	4627331	0.48	4137	202	125994	None
GCA_046681885.1	100.0	0.29	Neural Network (Specific Model)	11	0.835	56994	312.539640077821	4607341	0.48	4112	184	168187	None
GCA_046682445.1	100.0	0.23	Neural Network (Specific Model)	11	0.835	48929	312.5374182610802	4629911	0.48	4129	196	126255	None
GCA_046683765.1	100.0	0.25	Neural Network (Specific Model)	11	0.835	47079	309.86349656967116	4695458	0.47	4227	216	126083	None
GCA_046684425.1	100.0	0.24	Neural Network (Specific Model)	11	0.835	45241	308.7292173067574	4556328	0.47	4114	218	125970	None
GCA_046684825.1	100.0	0.24	Neural Network (Specific Model)	11	0.836	49530	311.65491124260353	4717666	0.48	4225	198	126117	None
GCA_046685505.1	100.0	0.32	Neural Network (Specific Model)	11	0.835	49259	311.88846246102185	4661199	0.48	4169	214	126077	None
GCA_046685885.1	100.0	0.22	Neural Network (Specific Model)	11	0.835	49160	311.90565583634174	4647094	0.48	4155	204	126118	None
GCA_046685905.1	100.0	0.22	Neural Network (Specific Model)	11	0.835	48900	311.9236144578313	4641415	0.48	4150	200	126118	None
GCA_046686385.1	100.0	0.22	Neural Network (Specific Model)	11	0.835	49160	312.0344495302337	4644522	0.48	4151	202	126118	None
GCA_046686685.1	100.0	0.22	Neural Network (Specific Model)	11	0.834	41549	309.866252686888	4659664	0.48	4187	241	107366	None
GCA_046688085.1	100.0	0.25	Neural Network (Specific Model)	11	0.835	47081	311.91718976339934	4633562	0.48	4142	208	126164	None
GCA_046688105.1	100.0	0.25	Neural Network (Specific Model)	11	0.835	46891	311.4051578693661	4633897	0.48	4149	219	126157	None
GCA_046689845.1	100.0	0.23	Neural Network (Specific Model)	11	0.836	51696	310.5934535104364	4690717	0.48	4216	212	126076	None
GCA_046690675.1	100.0	0.22	Neural Network (Specific Model)	11	0.835	48900	311.56000965950255	4629742	0.48	4141	205	126252	None
GCA_046696765.1	100.0	0.22	Neural Network (Specific Model)	11	0.835	48666	311.48419020033793	4630977	0.48	4143	208	107168	None
GCA_046697185.1	100.0	0.25	Neural Network (Specific Model)	11	0.835	47508	311.568362671811	4633399	0.48	4147	211	126076	None
GCA_046697425.1	100.0	0.24	Neural Network (Specific Model)	11	0.835	47508	311.5435254400772	4632944	0.48	4147	210	126086	None
GCA_047897795.1	100.0	1.93	Neural Network (Specific Model)	11	0.866	180432	314.55888136333846	4983281	0.47	4577	58	653631	None
GCA_047953095.1	100.0	1.32	Neural Network (Specific Model)	11	0.853	58398	312.75843780135006	4556597	0.47	4148	176	156960	None
GCA_048020355.1	100.0	0.74	Neural Network (Specific Model)	11	0.865	163185	315.44398244398246	4727640	0.47	4329	62	341811	None
GCA_048698995.1	100.0	0.45	Neural Network (Specific Model)	11	0.87	328511	317.25183318056827	4768836	0.47	4364	37	968466	None
GCA_049064105.1	100.0	2.05	Neural Network (Specific Model)	11	0.867	213069	319.64697508896796	4655048	0.47	4215	44	691778	None
GCA_049101055.1	100.0	2.75	Neural Network (Specific Model)	11	0.853	56669	308.7874430865085	4522190	0.47	4173	171	166842	None
GCA_049346735.1	100.0	4.15	Neural Network (Specific Model)	11	0.865	224120	314.68924392439243	4842123	0.47	4444	53	621290	None
GCA_049757055.1	100.0	1.29	Neural Network (Specific Model)	11	0.866	187753	311.9311975919157	5017642	0.47	4651	78	660993	None
GCA_049757335.1	100.0	1.64	Neural Network (Specific Model)	11	0.869	132937	312.56298087491757	4898651	0.47	4549	75	323719	None
GCA_049758975.1	100.0	3.68	Neural Network (Specific Model)	11	0.865	152661	313.4116750163363	4984969	0.47	4591	83	436600	None
GCA_049759075.1	100.0	4.79	Neural Network (Specific Model)	11	0.87	132293	308.62993807388426	4976954	0.47	4683	114	306612	None
GCA_049759115.1	100.0	1.26	Neural Network (Specific Model)	11	0.851	88539	312.2417449987949	4557812	0.47	4149	145	189133	None
GCA_049759695.1	100.0	2.53	Neural Network (Specific Model)	11	0.867	306162	322.2243262927895	4583760	0.47	4119	32	631070	None
GCA_049759735.1	100.0	1.31	Neural Network (Specific Model)	11	0.868	255043	322.368631134069	4739741	0.47	4259	42	759070	None
GCA_049760115.1	100.0	0.7	Neural Network (Specific Model)	11	0.869	316435	313.2364894076956	4996414	0.47	4626	56	655736	None
GCA_049760655.1	100.0	1.18	Neural Network (Specific Model)	11	0.854	96682	311.8743730594698	4581647	0.47	4187	110	309051	None
GCA_049760735.1	100.0	1.94	Neural Network (Specific Model)	11	0.853	74564	310.739339918092	4530718	0.47	4151	111	219455	None
GCA_049762035.1	100.0	2.15	Neural Network (Specific Model)	11	0.853	58520	309.50747348119575	4509387	0.47	4148	132	214698	None
GCA_049762175.1	100.0	1.4	Neural Network (Specific Model)	11	0.868	203192	320.7179307116105	4730844	0.47	4272	45	736802	None
GCA_049762935.1	100.0	1.1	Neural Network (Specific Model)	11	0.852	59986	311.2539184952978	4540086	0.47	4147	179	131563	None
GCA_049763455.1	100.0	2.15	Neural Network (Specific Model)	11	0.851	84129	313.1029093532099	4581941	0.47	4159	134	236393	None
GCA_049826205.1	100.0	2.94	Neural Network (Specific Model)	11	0.866	155182	310.56451612903226	4993511	0.47	4650	98	351292	None
GCA_049875765.1	100.0	3.75	Neural Network (Specific Model)	11	0.869	268000	320.79903647625605	4822822	0.47	4359	45	778758	None
GCA_049914115.1	100.0	0.52	Neural Network (Specific Model)	11	0.868	267233	310.2952196382429	4969936	0.47	4644	47	678628	None
GCA_050440245.1	100.0	0.46	Neural Network (Specific Model)	11	0.852	71140	311.44493827160494	4434839	0.47	4050	99	219608	None
GCA_050504615.1	100.0	6.11	Neural Network (Specific Model)	11	0.867	207518	317.340521114106	4879353	0.47	4452	57	371040	None
GCA_050555965.1	100.0	2.58	Neural Network (Specific Model)	11	0.865	271335	316.82073774179037	4878045	0.47	4446	39	456878	None
GCA_050745805.1	100.0	0.83	Neural Network (Specific Model)	11	0.867	195030	320.3467950223057	4715964	0.47	4259	67	465910	None
GCA_050867885.1	100.0	1.8	Neural Network (Specific Model)	11	0.852	88532	314.2158569011361	4572342	0.47	4137	111	277272	None
GCA_050995715.1	100.0	0.35	Neural Network (Specific Model)	11	0.868	150286	317.4050603528319	4716508	0.47	4308	64	257563	None
GCA_051041265.1	100.0	2.77	Neural Network (Specific Model)	11	0.865	635695	317.1032110091743	4788107	0.47	4360	23	1493395	None
GCA_051057915.1	100.0	3.82	Neural Network (Specific Model)	11	0.866	305764	310.7233151946421	5137041	0.47	4778	40	704469	None
GCA_051343405.1	100.0	1.27	Neural Network (Specific Model)	11	0.867	191393	312.094020797227	4980308	0.47	4616	56	380662	None
GCA_051957395.1	100.0	0.45	Neural Network (Specific Model)	11	0.873	81350	306.08230881433633	5039515	0.47	4799	172	228091	None
GCA_052084045.1	100.0	2.88	Neural Network (Specific Model)	11	0.867	281760	312.07636761487964	4925212	0.47	4570	55	519547	None
GCA_052111945.1	100.0	3.72	Neural Network (Specific Model)	11	0.87	314053	311.74282094594594	5081753	0.47	4736	50	701548	None
GCA_052852625.1	100.0	2.17	Neural Network (Specific Model)	11	0.854	46896	306.0124075399666	4499164	0.47	4191	218	119171	None
GCA_053120275.1	100.0	0.66	Neural Network (Specific Model)	11	0.868	345306	313.01417790990166	4724074	0.47	4373	46	731567	None
GCA_053983015.1	100.0	1.62	Neural Network (Specific Model)	11	0.867	368725	320.24826097385466	4615550	0.47	4169	24	715938	None
GCA_054119995.1	100.0	0.79	Neural Network (Specific Model)	11	0.868	244387	310.77470962086346	4891940	0.47	4563	51	666457	None
GCA_054509365.1	100.0	0.96	Neural Network (Specific Model)	11	0.867	352046	310.5202829207406	5155569	0.47	4807	55	598224	None
