accession	species	niche	geo_loc	host	collection_date	gene	gene_name	scope	type	subtype	amr_class	subclass	method	pct_cov	pct_id	year	region	host_group
GCA_056453385.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2026-02	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	99.32	2026.0	UK	Human
GCA_056453385.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2026-02	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	99.32	2026.0	UK	Human
GCA_056453385.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2026-02	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2026.0	UK	Human
GCA_056453405.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2025-09	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2025.0	UK	Human
GCA_056453405.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2025-09	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	98.64	2025.0	UK	Human
GCA_056453405.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2025-09	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	98.64	2025.0	UK	Human
GCA_056453405.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2025-09	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2025.0	UK	Human
GCA_056453485.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2026-03	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2026.0	UK	Human
GCA_056453485.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2026-03	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2026.0	UK	Human
GCA_056453485.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2026-03	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2026.0	UK	Human
GCA_056453485.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2026-03	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2026.0	UK	Human
GCA_056453505.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2026-02	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2026.0	UK	Human
GCA_056453505.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2026-02	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2026.0	UK	Human
GCA_056453505.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2026-02	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2026.0	UK	Human
GCA_056453505.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2026-02	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2026.0	UK	Human
GCA_056453545.1	Yersinia enterocolitica	F	United Kingdom: United Kingdom		2026-02	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2026.0	UK	Other/Unknown
GCA_056453545.1	Yersinia enterocolitica	F	United Kingdom: United Kingdom		2026-02	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	98.98	2026.0	UK	Other/Unknown
GCA_056453545.1	Yersinia enterocolitica	F	United Kingdom: United Kingdom		2026-02	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2026.0	UK	Other/Unknown
GCA_056453545.1	Yersinia enterocolitica	F	United Kingdom: United Kingdom		2026-02	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	98.64	2026.0	UK	Other/Unknown
GCA_056453545.1	Yersinia enterocolitica	F	United Kingdom: United Kingdom		2026-02	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	98.98	2026.0	UK	Other/Unknown
GCA_056453605.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2026-03	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	99.66	2026.0	UK	Human
GCA_056453605.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2026-03	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2026.0	UK	Human
GCA_056453605.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2026-03	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	99.66	2026.0	UK	Human
GCA_056453605.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2026-03	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2026.0	UK	Human
GCA_056453625.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2026-01	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2026.0	UK	Human
GCA_056453625.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2026-01	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2026.0	UK	Human
GCA_056453625.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2026-01	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2026.0	UK	Human
GCA_056453625.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2026-01	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2026.0	UK	Human
GCA_056453685.1	Yersinia enterocolitica	F	United Kingdom: United Kingdom		2026-02	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2026.0	UK	Other/Unknown
GCA_056453685.1	Yersinia enterocolitica	F	United Kingdom: United Kingdom		2026-02	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2026.0	UK	Other/Unknown
GCA_056453685.1	Yersinia enterocolitica	F	United Kingdom: United Kingdom		2026-02	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2026.0	UK	Other/Unknown
GCA_056453685.1	Yersinia enterocolitica	F	United Kingdom: United Kingdom		2026-02	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2026.0	UK	Other/Unknown
GCA_056453725.1	Yersinia enterocolitica	F	United Kingdom: United Kingdom		2025-09	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	99.32	2025.0	UK	Other/Unknown
GCA_056453725.1	Yersinia enterocolitica	F	United Kingdom: United Kingdom		2025-09	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2025.0	UK	Other/Unknown
GCA_056453725.1	Yersinia enterocolitica	F	United Kingdom: United Kingdom		2025-09	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	99.32	2025.0	UK	Other/Unknown
GCA_056453725.1	Yersinia enterocolitica	F	United Kingdom: United Kingdom		2025-09	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2025.0	UK	Other/Unknown
GCA_056453745.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2026-03	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	98.98	2026.0	UK	Human
GCA_056453745.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2026-03	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2026.0	UK	Human
GCA_056453745.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2026-03	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	98.98	2026.0	UK	Human
GCA_056453745.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2026-03	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2026.0	UK	Human
GCA_056453785.1	Yersinia enterocolitica	F	United Kingdom: United Kingdom		2026-02	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2026.0	UK	Other/Unknown
GCA_056453785.1	Yersinia enterocolitica	F	United Kingdom: United Kingdom		2026-02	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	98.98	2026.0	UK	Other/Unknown
GCA_056453785.1	Yersinia enterocolitica	F	United Kingdom: United Kingdom		2026-02	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2026.0	UK	Other/Unknown
GCA_056453785.1	Yersinia enterocolitica	F	United Kingdom: United Kingdom		2026-02	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	98.98	2026.0	UK	Other/Unknown
GCA_056453845.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2026-02	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2026.0	UK	Human
GCA_056453845.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2026-02	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	98.3	2026.0	UK	Human
GCA_056453845.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2026-02	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	98.3	2026.0	UK	Human
GCA_056453845.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2026-02	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2026.0	UK	Human
GCA_056453905.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2026-02	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2026.0	UK	Human
GCA_056453905.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2026-02	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0	2026.0	UK	Human
GCA_056453905.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2026-02	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	100.0	100.0	2026.0	UK	Human
GCA_056453905.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2026-02	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	100.0	100.0	2026.0	UK	Human
GCA_056453905.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2026-02	aadA12	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA12	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	100.0	100.0	2026.0	UK	Human
GCA_056453905.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2026-02	catA1	type A-1 chloramphenicol O-acetyltransferase	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	100.0	100.0	2026.0	UK	Human
GCA_056453905.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2026-02	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	100.0	100.0	2026.0	UK	Human
GCA_056453905.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2026-02	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2026.0	UK	Human
GCA_056453905.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2026-02	catA1	type A-1 chloramphenicol O-acetyltransferase	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	100.0	100.0	2026.0	UK	Human
GCA_056453905.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2026-02	aadA12	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA12	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	100.0	100.0	2026.0	UK	Human
GCA_056453905.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2026-02	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	100.0	100.0	2026.0	UK	Human
GCA_056453905.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2026-02	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	PARTIAL_CONTIG_ENDX	68.1	100.0	2026.0	UK	Human
GCA_056453905.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2026-02	catA1	type A-1 chloramphenicol O-acetyltransferase	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	100.0	100.0	2026.0	UK	Human
GCA_056453905.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2026-02	aadA12	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA12	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	100.0	100.0	2026.0	UK	Human
GCA_056453905.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2026-02	qacE	quaternary ammonium compound efflux SMR transporter QacE	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	BLASTX	100.0	99.13	2026.0	UK	Human
GCA_056453905.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2026-02	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	PARTIAL_CONTIG_ENDX	68.1	100.0	2026.0	UK	Human
GCA_056453905.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2026-02	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0	2026.0	UK	Human
GCA_056453985.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2026-02	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2026.0	UK	Human
GCA_056453985.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2026-02	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2026.0	UK	Human
GCA_056453985.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2026-02	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2026.0	UK	Human
GCA_056453985.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2026-02	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2026.0	UK	Human
GCA_056454025.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2026-02	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2026.0	UK	Human
GCA_056454025.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2026-02	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0	2026.0	UK	Human
GCA_056454025.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2026-02	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0	2026.0	UK	Human
GCA_056454025.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2026-02	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2026.0	UK	Human
GCA_056454545.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2025-06	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0	2025.0	UK	Human
GCA_056454545.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2025-06	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2025.0	UK	Human
GCA_056454545.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2025-06	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2025.0	UK	Human
GCA_056454545.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2025-06	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0	2025.0	UK	Human
GCA_056455405.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2026-02	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2026.0	UK	Human
GCA_056455405.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2026-02	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	100.0	100.0	2026.0	UK	Human
GCA_056455405.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2026-02	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	100.0	100.0	2026.0	UK	Human
GCA_056455405.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2026-02	aadA12	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA12	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	100.0	100.0	2026.0	UK	Human
GCA_056455405.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2026-02	catA1	type A-1 chloramphenicol O-acetyltransferase	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	100.0	100.0	2026.0	UK	Human
GCA_056455405.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2026-02	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0	2026.0	UK	Human
GCA_056455405.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2026-02	catA1	type A-1 chloramphenicol O-acetyltransferase	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	100.0	100.0	2026.0	UK	Human
GCA_056455405.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2026-02	aadA12	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA12	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	100.0	100.0	2026.0	UK	Human
GCA_056455405.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2026-02	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	100.0	100.0	2026.0	UK	Human
GCA_056455405.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2026-02	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	100.0	100.0	2026.0	UK	Human
GCA_056455405.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2026-02	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2026.0	UK	Human
GCA_056455405.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2026-02	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0	2026.0	UK	Human
GCA_056455465.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2025-06	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	PARTIALX	67.35	99.49	2025.0	UK	Human
GCA_056455465.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2025-06	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0	2025.0	UK	Human
GCA_056455465.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2025-06	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	PARTIALX	67.35	99.49	2025.0	UK	Human
GCA_056455465.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2025-06	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0	2025.0	UK	Human
GCA_056455525.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2025-06	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2025.0	UK	Human
GCA_056455525.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2025-06	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2025.0	UK	Human
GCA_056455525.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2025-06	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2025.0	UK	Human
GCA_056455525.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2025-06	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2025.0	UK	Human
GCA_056455585.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2025-06	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2025.0	UK	Human
GCA_056455585.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2025-06	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	99.66	2025.0	UK	Human
GCA_056455585.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2025-06	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	99.66	2025.0	UK	Human
GCA_056455585.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2025-06	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2025.0	UK	Human
GCA_056455625.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2025-06	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2025.0	UK	Human
GCA_056455625.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2025-06	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2025.0	UK	Human
GCA_056455625.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2025-06	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2025.0	UK	Human
